,Depth(ft),Density(g/cm3),GR(API),R Ild(ohm),dt(ft)
162,7778.39,2.53187667107533,103.654146486479,25.7622426232554,85.6952624225892
164,7778.42,2.52852938303356,104.586941519629,25.7622426232554,85.6952624225892
165,7778.43,2.52303867197066,104.586941519629,25.7622426232554,85.6952624225892
166,7778.49,2.51995563002793,107.108961613042,24.6309792134647,85.6952624225892
167,7778.73,2.51684315260128,107.108961613042,24.6309792134647,85.9043398144255
168,7778.82,2.50932642773,107.471633094161,24.3911636492698,85.9043398144255
169,7778.86,2.51246815162896,107.471633094161,24.3911636492698,85.9043398144255
170,7778.89,2.50615529646455,107.471633094161,24.3911636492698,85.9879725107644
171,7779.21,2.50254363267116,107.471633094161,23.4999479761165,85.9879986048302
172,7779.34,2.49799245773965,107.471529012495,23.0887185186181,85.9879986048302
173,7779.77,2.49388159352081,104.949375755774,23.0887185186181,86.4897425947321
174,7779.86,2.48730445476746,104.949375755774,23.0887185186181,86.8241950978903
176,7780.21,2.48765665585039,103.653782200648,23.8091212153779,87.3676815027751
177,7780.65,2.48671689165541,104.77647811164,25.660561978087,87.7439807971796
178,7781.19,2.48592389561521,107.350211988039,28.1736801359249,88.2039127879229
179,7781.66,2.48536582578401,110.390276034053,30.4366030143787,88.7044029705463
180,7781.72,2.48380961128291,110.390276034053,30.9852162447662,88.7044029705463
181,7782.07,2.48040346633203,111.564811238276,30.7110427872968,88.620831160361
182,7782.52,2.47729090611517,107.557149773071,29.3743558495919,88.4537049360342
183,7782.79,2.47461884718467,107.591600118183,28.8259406486407,88.1193394130954
184,7782.8,2.47306265299061,104.879530677492,28.8259406486407,88.1193394130954
185,7782.83,2.46880514089709,102.392046643505,28.8259406486407,88.1193394130954
186,7783.07,2.46730757867272,102.063784180953,27.4548275316488,88.1193394130954
187,7783.13,2.45438824455789,100.57819791122,26.7692265872448,87.8267684932711
188,7783.14,2.46434198187057,100.57819791122,26.7692265872448,87.8267684932711
189,7783.16,2.46234535512165,99.2826211928341,26.7692265872448,87.8267684932711
191,7783.52,2.45086463884563,95.5340704794687,26.1523209435859,87.3251810677642
192,7783.69,2.4469594137494,95.326736265738,26.1523209435859,86.9907894507595
193,7784.1,2.44593157429042,97.6759719803596,25.8098141012376,85.8215287710639
194,7784.57,2.44687096827259,107.211164688825,25.751546695882,84.4842291367503
195,7784.66,2.45148077673587,108.42027880963,25.7859660465677,84.0662135214287
196,7784.68,2.45327185496278,107.642938901049,25.7859660465677,84.0662135214287
197,7784.75,2.45723570578038,109.974934136988,25.7859660465677,84.0662135214287
198,7785.09,2.46161051617901,115.312628788141,25.7859660465677,81.3506086871853
199,7785.43,2.46492828750874,123.46590616027,24.3808228091614,80.0965618412205
200,7785.53,2.46774700524847,123.46590616027,24.3808228091614,79.3030746529826
201,7785.56,2.47212194373761,123.46590616027,24.3808228091614,79.3030746529826
202,7785.98,2.47259156496785,128.924429570416,22.9412465638668,77.087569276921
203,7786.36,2.46874497808963,123.707507045585,22.3242999486005,74.1613990835161
204,7786.58,2.46501590664556,123.655638670712,22.0159393128879,72.6983183358247
205,7786.87,2.46812816694318,120.926264465603,22.0159393128879,71.9041078023618
206,7787.04,2.47165154459185,119.250598236337,22.9075305591099,71.7787152949961
207,7787.08,2.47626137492424,119.250598236337,22.9075305591099,71.6951260887668
208,7787.12,2.47931501106257,118.265947073217,22.9075305591099,71.6951260887668
209,7787.34,2.48430647327556,100.870837579304,24.1075575556582,71.6533488816961
210,7787.43,2.48782988528998,100.870837579304,25.3761091379205,71.6533488816961
211,7787.47,2.49064862489882,97.8132667279914,25.3761091379205,71.8205968783301
212,7787.5,2.49452440826281,96.4140512190755,25.3761091379205,71.8205968783301
213,7787.53,2.49754868702119,95.4812378185728,25.3761091379205,71.8205968783301
214,7787.54,2.50958713259511,95.4812378185728,25.3761091379205,71.8205968783301
216,7787.55,2.50565261104003,95.4812378185728,25.3761091379205,71.8205968783301
217,7787.6,2.51311055241993,94.0301998531666,26.5418123842006,71.9878274789201
219,7787.61,2.52456175667014,94.0301998531666,26.5418123842006,71.9878274789201
222,7787.63,2.52074467869357,91.3008685052141,26.5418123842006,71.9878274789201
223,7787.64,2.53592486378724,91.3008685052141,27.7074610016707,71.9878274789201
224,7787.77,2.53968315202411,84.9094168986102,28.975985269528,72.1550580795102
225,7787.87,2.5431184762779,84.9094168986102,28.975985269528,72.4059039803953
226,7787.91,2.54573168142344,84.9094168986102,28.975985269528,72.4059039803953
227,7787.93,2.5536007089128,84.1493006319727,28.975985269528,72.4059039803953
229,7787.96,2.57265667580839,83.527421970412,30.1759917802726,72.4059039803953
230,7787.97,2.56422975812695,83.527421970412,30.1759917802726,72.4059039803953
232,7787.98,2.57943930372474,83.527421970412,30.1759917802726,72.4059039803953
233,7787.99,2.5761507507499,83.527421970412,30.1759917802726,72.4059039803953
234,7788.0,2.56149907659924,81.9209151049221,30.1759917802726,72.4059039803953
235,7788.01,2.56831107126801,81.9209151049221,30.1759917802726,72.4059039803953
236,7788.04,2.58675043321162,78.949753279745,30.1759917802726,72.4059039803953
237,7788.05,2.58349124074089,80.2280359480021,30.1759917802726,72.6985618804389
238,7788.06,2.59083175572515,80.2280359480021,30.1759917802726,72.6985618804389
239,7788.33,2.59403211003172,69.6044124695147,36.2158037153247,73.4928593941211
240,7788.54,2.60128445290306,63.1610572839455,41.7011712158596,74.036345799006
242,7788.78,2.60463163159928,63.1610572839455,43.8330721890675,74.4126103013227
243,7788.82,2.60806697772217,63.1610572839455,45.2387070857639,74.4126103013227
244,7788.85,2.61161977367188,63.1610572839455,46.1643762526091,74.4126103013227
245,7788.9,2.61564235643225,63.1610572839455,46.1643762526091,74.4126103013227
246,7789.29,2.61540730213275,65.7865845351927,49.7642865272228,75.7522328838098
247,7789.41,2.61241231983322,65.7865845351927,50.8271141231159,75.9612754835584
248,7789.46,2.60234111238669,65.7865845351927,50.8271141231159,75.9612754835584
249,7789.47,2.6086245914262,65.7865845351927,50.8271141231159,75.9612754835584
250,7789.48,2.60492496796268,65.7865845351927,50.8271141231159,75.9612754835584
251,7789.49,2.59626315218968,65.7865845351927,50.8271141231159,75.9612754835584
252,7789.5,2.59394354583688,65.9937840550027,50.8271141231159,75.9612754835584
254,7789.74,2.58633867228387,71.2105366818208,50.3130568154391,76.421172682214
255,7789.9,2.58275643460192,71.2105366818208,49.1817797484459,76.421172682214
256,7789.93,2.57883259613293,71.2105366818208,49.1817797484459,76.421172682214
257,7790.28,2.57438215966095,79.3292473822706,46.6793554214546,76.5884467729137
258,7790.29,2.57081156639769,79.3292473822706,46.6793554214546,76.5884467729137
259,7790.31,2.56749970990147,79.3292473822706,46.6793554214546,76.5884467729137
260,7790.34,2.55999629135052,79.3292473822706,46.6793554214546,76.5884815650015
261,7790.39,2.56359273365109,79.3292473822706,45.9595263271998,76.5884815650015
262,7790.41,2.55668441558327,79.3292473822706,45.9595263271998,76.5884815650015
263,7790.44,2.55357954684886,79.3292473822706,45.9595263271998,76.5884815650015
264,7790.75,2.55163888551066,83.0431074443246,45.3425728833322,75.7940626360153
265,7790.77,2.54946547546948,83.0431074443246,45.3425728833322,75.7940626360153
266,7790.78,2.54605012646885,83.0431074443246,45.3425728833322,75.7940626360153
267,7790.87,2.54105644450962,83.0431074443246,44.7255648106545,75.6686788266715
269,7791.17,2.53668365012823,80.8491584868712,44.3485771602093,75.3342959076888
270,7791.23,2.53016342138118,80.8491584868712,44.1429897458651,75.3342959076888
271,7791.33,2.53443256220739,80.8491584868712,44.1429897458651,75.3342959076888
272,7791.35,2.52791235135487,80.8491584868712,44.1429897458651,75.3342959076888
274,7791.67,2.52077104782567,77.8260609398613,43.9375457321471,75.2089642864766
275,7791.74,2.51218091255386,77.8260609398613,43.9375457321471,75.1671870794059
276,7791.79,2.51639832364589,77.8260609398613,43.9375457321471,75.1671870794059
277,7791.83,2.50773058344905,77.8260609398613,43.9375457321471,75.1671870794059
278,7791.88,2.50131385408892,76.3058682025173,44.07478610441,75.1671870794059
279,7791.91,2.50426345791316,76.3058682025173,44.07478610441,75.1671870794059
280,7791.93,2.49714814933052,76.3058682025173,44.07478610441,75.1671870794059
281,7792.2,2.49629420333668,75.5630612921361,44.5891165561368,75.1672566635814
282,7792.31,2.49435362321212,75.5630612921361,45.1720671939949,75.4180938664446
283,7792.33,2.49021380465659,75.5630612921361,45.1720671939949,75.4180938664446
284,7792.36,2.48617747998197,75.5630612921361,45.1720671939949,75.4180938664446
285,7792.4,2.48296910910765,75.2347483193646,45.1720671939949,75.4180938664446
286,7792.42,2.47952788353966,75.2347483193646,45.1720671939949,75.4180938664446
287,7792.69,2.47937253190986,76.8412046746343,45.9607281610198,75.8361703679197
288,7793.22,2.479372315799,81.746913889006,46.063904269862,78.9297190282877
289,7793.25,2.48291701597687,81.746913889006,46.063904269862,78.9297190282877
290,7793.27,2.49130012219179,81.746913889006,46.063904269862,78.9297190282877
291,7793.29,2.49424972876904,83.0597173105607,46.063904269862,79.3895727368336
292,7793.32,2.48672043640374,83.0597173105607,45.6525860405473,79.3895727368336
293,7793.66,2.49823414476418,88.4146524403972,45.2070260041794,80.3511008511059
294,7793.76,2.51621640719759,88.4146524403972,44.5214523741803,80.4765281505594
296,7793.77,2.51215421421463,88.4146524403972,44.0758240517999,80.4765281505594
297,7793.78,2.52035620923509,88.4146524403972,44.0758240517999,80.601946751991
298,7793.79,2.50118370591685,88.4146524403972,44.0758240517999,80.601946751991
299,7793.82,2.50560811853574,90.021073591574,44.0758240517999,80.601946751991
300,7794.05,2.52294347779722,96.4988393263239,41.4019243740939,80.6437674491714
301,7794.1,2.5267469078596,96.4988393263239,40.613427293499,80.6437674491714
302,7794.16,2.53034334465416,96.4988393263239,39.7563919699877,80.6856142404177
303,7794.23,2.53536283435563,96.4988393263239,39.1736257043632,80.6856142404177
304,7794.27,2.53958025233018,97.7943257385586,39.1736257043632,80.6856142404177
305,7794.51,2.54247801905307,99.2453284998719,36.225477454574,81.3127072475756
306,7794.56,2.54509125640821,99.2453284998719,35.1284558518366,81.3127072475756
307,7794.66,2.54853243242212,99.2453284998719,34.3742825215099,81.4799552442095
308,7794.7,2.55308620723026,99.2453284998719,34.3742825215099,81.4799552442095
309,7794.72,2.55588056954489,99.2453284998719,33.4829644193378,81.4799552442095
310,7794.84,2.55720008452282,99.5388850049845,31.9745631298744,81.4799813382754
311,7795.14,2.5574328290963,98.295100130834,29.1292563874661,81.4799813382754
312,7795.26,2.55254262862946,98.295100130834,28.306517499818,81.2292224176096
313,7795.27,2.55567335741319,98.295100130834,28.306517499818,81.2292224176096
314,7795.28,2.54234833613878,98.295100130834,28.306517499818,81.2292224176096
316,7795.3,2.5465916361867,98.1395577613389,27.4495094907117,81.2292224176096
317,7795.52,2.53996785023963,97.0166950135581,26.0440384804454,80.3514052818737
318,7795.63,2.53471541912485,97.0166950135581,26.0440384804454,80.0587908719398
319,7795.64,2.53743216412593,97.0166950135581,26.0440384804454,80.0587908719398
320,7795.94,2.53142931668728,95.7901337813508,25.5642229798218,79.0121461585117
321,7796.09,2.52734119345337,95.7901337813508,25.5199851071759,78.4269260366658
325,7796.1,2.51233437837551,95.7901337813508,25.5199851071759,78.4269260366658
326,7796.21,2.50607286987746,95.3927517509546,25.5199851071759,78.0507137224808
327,7796.22,2.5088672390746,95.3927517509546,25.5199851071759,78.0507137224808
328,7796.48,2.50149309461676,92.8706673718069,25.965825116195,77.6745275023615
329,7796.57,2.49820708578135,92.8706673718069,26.591944276415,77.6745275023615
330,7796.64,2.49453297386014,92.8706673718069,26.591944276415,77.5073403918811
331,7796.85,2.49292871340361,92.8360517205196,27.5519849937372,77.0893421726034
332,7796.98,2.49039302728991,91.1258540236669,28.5805776111783,76.9639583632596
333,7797.4,2.48829707488801,91.2639645878867,34.4850102853778,76.9221811561888
334,7797.88,2.49072901659738,92.8012233140621,38.7090066226524,78.0938610041784
335,7797.96,2.49362685489839,92.8012233140621,39.5661102321762,78.2610829067465
336,7798.08,2.49841345962315,92.8012233140621,40.3889788632481,78.4701255064951
337,7798.4,2.50118182561472,92.9220153383492,41.812262590021,78.9718173082653
338,7798.56,2.5063306527284,92.9220153383492,41.812262590021,79.0554413065823
339,7798.87,2.50816756415626,94.4765803595554,42.3610670212435,80.1841913234227
340,7798.97,2.51212621645724,94.4765803595554,42.3610670212435,80.3514132259909
341,7799.04,2.51616250534279,94.4765803595554,42.1897555569588,80.3514132259909
342,7799.12,2.51991417401145,94.4765803595554,41.5384373912154,80.3514132259909
343,7799.35,2.52426087984413,95.7201861520159,41.09289101205,80.8949170269196
344,7799.45,2.52814191483154,95.7201861520159,41.09289101205,81.3129674343289
345,7799.53,2.53034115601551,95.7201861520159,40.578744932557,81.3129674343289
346,7799.87,2.53072912145107,96.7047026212155,39.1733422083032,81.7310439358041
347,7800.32,2.53049607680009,99.7621081663528,37.4979980407974,82.2745825288206
348,7800.8,2.52816723804498,102.594957386429,36.1204003926664,82.4000707144277
349,7801.42,2.52332858010801,105.963282364381,34.8505083678546,82.4837729949421
350,7801.67,2.52048235729148,105.963199711293,34.8505083678546,82.4838164850518
351,7801.94,2.51678229309529,103.682958054272,34.5277345593745,82.4838338810957
352,7802.28,2.51217661511369,102.110938268599,34.4418453675549,82.4838860692273
353,7802.63,2.50907161561157,102.214462263174,34.4205049338554,82.9020060608122
354,7802.77,2.50547509897988,102.214462263174,34.4206250053725,82.9020060608122
355,7802.81,2.50213735903379,102.214462263174,34.4206850411311,82.9020060608122
356,7803.27,2.49758338050332,100.849668017728,34.8084321463097,83.3201173543752
357,7803.34,2.49453024150309,100.849668017728,34.8084321463097,83.5291773501676
358,7803.71,2.49181334095725,102.801520171341,35.7990545775865,83.8636646454136
359,7804.23,2.48637962933823,103.112347767391,35.5409967696968,83.9891267369549
360,7804.63,2.48531863776947,107.292576264378,34.9813726507041,84.2400422220155
361,7805.21,2.48650859922433,112.785643387013,31.9461658904619,84.2819238053495
362,7805.67,2.48715525600235,113.925605797105,28.178827621948,83.9475843764765
363,7806.03,2.48982011297148,113.925605797105,25.5739759337195,83.5713894583353
364,7806.57,2.49307999333962,112.854398669027,22.7108820420572,81.3141242712468
365,7807.04,2.4947874696236,108.604828665348,21.3548392410491,79.1822167994363
366,7807.13,2.49815102970046,107.637457776842,21.3548392410491,78.638799978727
367,7807.47,2.49895297891868,102.126914461163,22.3023648428854,76.4650805077581
368,7808.0,2.49856465559252,95.4762327149267,27.5988150648558,72.9536901925073
369,7808.58,2.49833155450495,80.5857895704011,33.045994839022,69.2352356780177
370,7808.8,2.49476088002806,75.248030633513,34.8545436284838,68.6082209530572
371,7808.97,2.49142309052788,74.9025032024747,36.1270480542181,67.0197216039341
372,7809.41,2.49349281535434,66.6453436723904,40.2393196241892,64.8460108309871
373,7809.53,2.497063352181,63.3459438744658,41.7034325513363,64.1353895037535
374,7809.96,2.50236730930761,58.9755542954709,44.7212961632626,62.4215150433085
375,7810.01,2.5050064163476,57.3344195337918,44.9797013208982,62.4215150433085
376,7810.13,2.50912030465218,54.8123795424134,44.9797013208982,59.8297451649302
377,7810.38,2.50987054478376,53.7931846668043,45.7167675241338,59.2027043459039
378,7810.45,2.52718009492649,53.7931846668043,45.7167675241338,58.9101160300358
379,7810.47,2.52084100490395,53.533994323103,46.0883496828219,58.9101160300358
380,7810.48,2.52316964406623,53.533994323103,46.0883496828219,58.9101160300358
383,7810.5,2.53173386560512,53.533994323103,46.0883496828219,58.9101160300358
384,7810.51,2.53556318875289,53.533994323103,46.0883496828219,58.701116920397
385,7810.53,2.54138478597035,52.0311277787555,46.0883496828219,58.701116920397
386,7810.56,2.53807292809762,50.9255743872311,46.5620374390418,58.701116920397
387,7810.83,2.54511049410501,49.8027407210922,47.3156680469465,57.9905042911853
388,7810.86,2.54893980624076,49.8027407210922,47.6386519805815,57.9905042911853
389,7810.91,2.55947042803498,49.4917416964152,47.6386519805815,57.9905042911853
391,7810.92,2.5576851307151,49.4917416964152,47.6386519805815,57.9905042911853
392,7810.98,2.56542137780617,46.9351503394845,47.9831778965341,57.9905042911853
393,7811.25,2.57113937790504,44.499465802796,51.7293944330404,57.6561300702246
394,7811.37,2.58353288542614,44.499465802796,52.9996380958667,57.5307462608807
395,7811.38,2.57486515486481,44.499465802796,53.5594551869405,57.5307462608807
396,7811.4,2.58795729666851,42.7546999036508,53.5594551869405,57.5307462608807
397,7811.43,2.59794457799683,42.7546999036508,53.5594551869405,57.5307462608807
