,Depth(ft),Density(g/cm3),GR(API),R Ild(ohm),dt(ft)
798,7871.13,2.64079313805449,80.6914545490204,9.22626968928118,72.6983738819816
799,7871.19,2.64436369965819,80.6914545490204,9.38796568543493,72.6983738819816
800,7871.21,2.64739092905501,80.6914545490204,9.38796568543493,72.5554072891582
801,7871.61,2.64568309488043,73.7816237856268,9.63022033220965,71.9365158372324
802,7871.67,2.64022369665136,73.7816237856268,9.63022033220965,71.7867839677988
803,7871.7,2.63349649115451,73.7816237856268,9.63022033220965,71.7867839677988
805,7872.09,2.63349633285674,68.5129170696231,9.67078900497608,71.6370676789784
806,7872.1,2.62692437988152,68.5129170696231,9.67078900497608,71.6370676789784
807,7872.23,2.6295375800711,68.5129170696231,9.83238855197786,71.6371144208178
808,7872.6,2.6230431026297,67.0790399910379,9.68191283997929,72.0115687393069
809,7872.63,2.62614795071657,67.0790399910379,9.68191283997929,72.0115687393069
810,7872.65,2.61931725546831,67.0790399910379,9.68191283997929,72.0115687393069
811,7873.11,2.62216318508985,68.478143765224,9.11725480470477,73.8088185909043
812,7873.14,2.62568201145336,68.478143765224,9.11725480470477,73.8088185909043
813,7873.23,2.62948542775072,68.478143765224,8.75419433171594,78.043272824671
814,7873.56,2.63380621985048,70.6372903366364,8.63321971948587,79.9902389650887
815,7873.57,2.63781665419272,70.6372903366364,8.63321971948587,79.9902389650887
816,7873.69,2.64120607569541,70.6372903366364,8.63321971948587,80.2148990916917
817,7873.71,2.64472490618843,70.6372903366364,8.43163823205884,80.3646777029647
818,7873.94,2.64506117354937,72.5891501433129,8.43163823205884,80.7391008602275
819,7873.95,2.64855413160454,76.7522009167388,8.43163823205884,80.7391008602275
820,7874.07,2.65313375132048,74.9729555908397,8.43163823205884,81.0386580827736
821,7874.47,2.65225387645219,79.0668240412986,7.22145005114495,81.9373141697985
822,7874.58,2.64832101262243,79.0668240412986,7.22145005114495,82.0122112657416
823,7874.61,2.64423293756611,79.0668240412986,7.22145005114495,82.0122112657416
824,7874.65,2.63983437260803,79.0668240412986,7.22145005114495,82.0122112657416
825,7874.91,2.64042936297098,84.5253413289937,6.25325128183781,82.0122424269679
826,7875.04,2.63709158861233,84.5253413289937,5.80950355935874,82.0871551035241
827,7875.36,2.63468519586277,87.1509068455593,5.80950355935874,81.9784970287676
828,7875.5,2.63010547290916,87.1509068455593,5.80950355935874,81.7538992246172
830,7875.51,2.62291254976596,87.1509068455593,5.80950355935874,81.7538992246172
831,7875.82,2.6225501869738,87.5135477144238,5.64846663241012,80.9302492978273
832,7875.91,2.61150203245592,86.027953791627,5.64846663241012,80.4060942711309
833,7875.94,2.61908304629639,86.027953791627,5.64846663241012,80.4060942711309
834,7875.95,2.61551245716264,86.027953791627,5.64846663241012,80.4060942711309
835,7875.99,2.60754330582383,86.027953791627,5.64846663241012,79.5824131831148
836,7876.36,2.60780189530511,84.4040732841457,5.7294673416443,79.2829182830213
837,7876.83,2.60857791702539,83.4884253623022,5.72958790308427,79.3578621208038
838,7876.95,2.61090651076309,83.4884253623022,5.72958790308427,79.2081458319834
839,7877.0,2.61504630178857,83.4884253623022,5.48777531492276,79.2081458319834
840,7877.41,2.61895307844613,85.7684833457951,5.73003799912682,79.3579711850958
841,7877.82,2.62208364480259,87.616715076231,5.73019874771344,79.3580179269353
842,7877.87,2.629405910864,87.616715076231,5.73019874771344,79.3580179269353
843,7877.89,2.62560245189507,87.616715076231,5.73019874771344,79.3580179269353
844,7878.34,2.63344203456928,87.7893555774249,5.73051220745736,79.5078900218871
845,7878.78,2.63318311885696,85.940886602015,5.73051220745736,79.1746341429802
846,7878.86,2.63005235566067,85.940886602015,5.73051220745736,79.1746341429802
848,7878.94,2.62345449858804,85.940886602015,5.973056201688,79.1746341429802
849,7879.2,2.62102225542467,84.662481484739,5.973056201688,78.9500363388298
850,7879.24,2.61809849788473,84.662481484739,6.0135766498784,78.9500363388298
851,7879.26,2.6147348937598,84.662481484739,6.0135766498784,78.9500363388298
852,7879.29,2.61051745100821,83.4532694047193,6.0135766498784,78.9500363388298
853,7879.37,2.60738668505891,83.4532694047193,6.0135766498784,78.2761494426998
854,7879.38,2.60428182320702,83.4532694047193,6.0135766498784,78.2761494426998
856,7879.39,2.5977098702318,83.4532694047193,6.0135766498784,78.2761494426998
857,7879.67,2.58919727243641,83.1249747993005,6.0135766498784,78.0515360579363
858,7879.7,2.59623493892846,83.1249747993005,6.0135766498784,78.0515360579363
859,7879.77,2.58549727568884,81.6393701622145,6.0135766498784,77.7520411578429
860,7879.78,2.58278052242875,81.6393701622145,6.0135766498784,77.7520411578429
861,7879.79,2.59413912280029,81.6393701622145,6.0135766498784,77.7520411578429
862,7879.82,2.57519947830523,81.6393701622145,6.0135766498784,77.7520411578429
863,7879.84,2.57235335046737,81.6393701622145,6.0135766498784,77.7520411578429
864,7879.85,2.57851131277742,81.6393701622145,6.0135766498784,77.7520411578429
865,7880.15,2.56798054782696,80.6546455296828,6.0139624464863,76.8607757897472
866,7880.21,2.56381484169206,79.4627106630519,6.0139624464863,76.8607757897472
867,7880.27,2.56120156166534,79.4627106630519,6.0139624464863,76.4115022783807
868,7880.68,2.56104614946944,78.9961998811345,6.21603421710253,76.1120229589004
869,7880.74,2.56826492027345,78.9961998811345,6.21603421710253,76.1120229589004
870,7880.82,2.56376284353993,78.9961998811345,6.21603421710253,75.88742515475
871,7881.15,2.56981718257786,76.5777282721001,6.5391770491008,75.5130643199398
872,7881.23,2.5798820619487,76.5777282721001,6.5391770491008,75.3633168698931
873,7881.27,2.58360787469753,76.5777282721001,6.5391770491008,75.3633168698931
874,7881.34,2.57644079921515,76.5777282721001,6.5391770491008,75.3633168698931
875,7881.71,2.58565172570963,76.2321334941014,7.22535624179991,74.6484029209255
876,7882.01,2.59015364965139,76.2321334941014,7.30622835216476,74.6484185015386
877,7882.57,2.59214570485721,76.3700802827585,7.62945155845634,75.0301700552782
878,7883.06,2.59294759075632,76.1799360374908,7.83147510449658,74.9553352817877
879,7883.52,2.59015303297836,76.1799360374908,8.07385031271127,74.8056968960329
880,7884.09,2.58634934963955,75.298692542377,8.15473849793483,74.2067226764592
881,7884.41,2.58319261489725,75.298692542377,8.23566687030499,74.2067694182986
882,7884.61,2.57902684957275,73.8130037215906,8.23566687030499,74.2067694182986
883,7885.0,2.57920780659895,73.6401780162556,8.80097593735534,73.5329448446212
884,7885.08,2.57483509756071,72.6555084857824,8.80097593735534,73.5329448446212
885,7885.4,2.57488671442169,72.6555084857824,8.80097593735534,73.0837180750941
886,7885.53,2.57183355339743,71.4289350086732,8.80124117252327,73.0837180750941
887,7885.86,2.57092783637435,71.4289350086732,8.76105829636478,72.5596253708503
888,7886.09,2.56774526223025,70.1159815870703,8.76105829636478,72.1852645360401
889,7886.34,2.56839200710441,70.1159815870703,8.76133960639137,72.1514879766135
890,7886.45,2.574265314785,69.6149316845024,8.76133960639137,72.1514879766135
891,7886.47,2.57123807162317,69.6149316845024,8.76133960639137,72.1514879766135
892,7886.91,2.57876717403115,68.1637972904938,8.84218760446826,71.6273952723696
893,7886.98,2.57592102416925,66.8682052659804,9.28627289897928,71.6273952723696
894,7887.03,2.58236784418342,65.7280959170653,9.28627289897928,71.4027818876061
895,7887.05,2.58640586393685,65.7280959170653,9.28627289897928,71.4027818876061
896,7887.33,2.5969124631055,65.7280959170653,9.28627289897928,71.0284054721827
897,7887.44,2.58671933867502,65.7280959170653,9.77076611767006,70.8786736027491
898,7887.48,2.60091122447486,65.5379761616013,9.77076611767006,70.8786736027491
900,7887.52,2.59299197239351,64.5187889390559,9.77076611767006,70.8786736027491
901,7887.8,2.60106791387321,64.5187889390559,9.77076611767006,70.7289417333155
902,7887.86,2.60428262965942,64.5187889390559,10.214875524469,70.7289417333155
903,7887.91,2.60765416415641,64.5187889390559,10.214875524469,70.3545808985053
904,7888.38,2.6093397509932,63.0330786896911,10.3764670340415,69.9053541289782
905,7888.41,2.61282890838744,62.8775210140687,10.3764670340415,69.9053541289782
906,7888.82,2.61490656181518,61.5819305201679,10.6590492307027,69.4561429400643
907,7889.33,2.61616088833317,61.4781968316486,11.1437594599854,68.7822872051606
908,7889.35,2.62027731431347,61.3053435752844,11.1437594599854,68.7822872051606
909,7889.76,2.62588334180582,60.4070631729812,11.5878206422084,67.9586528589839
910,7889.8,2.62168848039908,60.4070631729812,11.5878206422084,67.9586528589839
911,7889.83,2.62023791827423,60.4070631729812,11.5878206422084,67.7340394742204
912,7890.32,2.62639276849778,57.4011709005616,12.5565739941394,65.9369454287545
913,7890.4,2.63007792790222,54.9482030280334,12.5565739941394,65.9369454287545
914,7890.73,2.63031301727037,54.6371856360035,12.879556077551,64.2896299945616
915,7890.83,2.63325328727719,53.4625187990851,13.404272359547,64.1398825445148
916,7891.24,2.63313550795362,50.8367481804129,14.4132487747831,62.7171960756986
917,7891.41,2.63054796689767,47.0709508659134,15.0185799694053,62.5674642062651
918,7891.76,2.63054782089976,46.5008120077553,18.1259231920067,62.5674642062651
919,7891.78,2.63254722661266,46.5008120077553,18.1259231920067,62.5674642062651
920,7892.19,2.63384079482924,45.6370691954899,18.6102797743989,62.1931656939074
921,7892.24,2.63736914803701,45.6370691954899,19.9420212624547,62.1931656939074
922,7892.25,2.64089751793026,45.636981950564,19.9420212624547,62.1931656939074
923,7892.68,2.64183824456902,46.7597666370953,21.5966644596288,62.2680939510767
924,7892.69,2.64501377497011,46.7597666370953,21.5966644596288,62.2680939510767
925,7892.71,2.65258016878816,46.7597666370953,21.5966644596288,62.2680939510767
926,7892.72,2.65579490543121,46.7597666370953,21.5966644596288,62.2680939510767
927,7892.74,2.64850292610729,46.7597666370953,22.2423392789962,62.5676823348491
928,7892.77,2.66249879529713,47.8997673125061,22.2423392789962,62.5676823348491
930,7893.23,2.66685026893189,48.4351803152599,23.4531543793979,62.8672551380082
931,7893.24,2.66998659934809,49.4543277418742,23.4531543793979,62.8672551380082
932,7893.25,2.67763140356436,49.4543277418742,23.4531543793979,62.8672551380082
933,7893.26,2.67386780247642,49.4543277418742,23.4531543793979,62.8672551380082
935,7893.27,2.68194385449739,49.4543277418742,23.4531543793979,62.8672551380082
936,7893.28,2.68464893710889,49.4543277418742,23.4531543793979,62.8672551380082
937,7893.62,2.68911807118321,50.8707837294733,23.4531543793979,63.9905713516362
938,7893.65,2.69182314753766,50.8707837294733,23.4531543793979,63.9905713516362
939,7893.71,2.69978156414728,50.8707837294733,23.5744585262306,64.4398760242289
940,7893.77,2.69715486064874,50.8707837294733,23.5744585262306,64.4398760242289
941,7894.14,2.70295692769363,52.2007725276529,23.2115427269697,65.7878056226204
942,7894.52,2.70397607933041,53.3925742309757,22.0817926352368,66.9521488890859
943,7894.61,2.70044766980916,53.3925742309757,22.0817926352368,66.9521488890859
944,7894.95,2.69915379291128,54.8607577770756,19.5399031534137,67.8918476095616
945,7895.13,2.69680147053592,55.1197950595033,19.4276087502301,68.2735524214617
946,7895.42,2.6931161609622,56.0007446769718,16.7242161705572,69.1383540459944
947,7895.56,2.68939170980274,56.5016338652024,16.7242161705572,69.6625558145302
948,7896.0,2.68848983275391,58.9199493517378,14.3034057875455,70.9356038975917
949,7896.02,2.68182511993036,58.9199493517378,14.3034057875455,70.9356038975917
950,7896.05,2.68547109394969,58.9199493517378,13.6175480920197,70.9356038975917
951,7896.12,2.67829670623774,58.9199493517378,13.4561896678978,71.0853980894779
952,7896.36,2.67661082949082,62.9792342937769,12.4878462248627,71.235192281364
953,7896.43,2.67476820494638,62.9792342937769,12.4878462248627,71.235192281364
954,7896.52,2.67171024321473,62.9792342937769,12.4878462248627,71.235192281364
955,7896.81,2.67073002042388,65.5529850069158,12.5283586356238,71.3101361191466
956,7896.91,2.66614309451188,68.645019978855,12.4477839101442,71.3101361191466
957,7897.06,2.66296749736888,68.645019978855,12.4477839101442,71.2353013456561
958,7897.43,2.66073271029202,68.7312881886189,11.1971797676212,71.2353636681086
959,7897.49,2.65630261351922,68.7312881886189,11.1971797676212,71.2353636681086
960,7897.53,2.65838042128761,68.7312881886189,11.1971797676212,71.2353636681086
961,7897.61,2.65218612913976,68.7312881886189,11.1971797676212,71.0107502833451
962,7897.96,2.64520764749654,68.4375128058851,11.1974932273651,69.8127083605187
963,7898.0,2.65100984802523,68.4375128058851,11.1974932273651,69.8127083605187
965,7898.02,2.64814793418884,68.4375128058851,11.1974932273651,69.8127083605187
966,7898.38,2.64054218187388,64.3261329582887,10.229222121194,68.4310801057664
967,7898.42,2.63677856618615,64.3261329582887,10.229222121194,67.83204356374
969,7898.8,2.63219152764719,59.0055869490546,10.3101504935642,67.2330537635531
970,7898.84,2.63011369067922,59.0055869490546,11.0769204866016,67.2330537635531
971,7898.89,2.62682051860972,59.0055869490546,11.0769204866016,67.2330537635531
972,7899.3,2.62540900421481,55.1187848550977,12.8122830829833,65.9669168135635
973,7899.8,2.62529118734892,52.5275533570759,14.4669986170215,65.613526543261
974,7900.28,2.63266137058831,52.1819325586607,14.6689498261977,65.790338121087
975,7900.29,2.62893697365665,52.1819325586607,14.6689498261977,65.790338121087
976,7900.31,2.62564381618694,52.1819325586607,14.6689498261977,65.790338121087
977,7900.38,2.63650334036079,52.1819325586607,14.6689498261977,66.0582971216271
978,7900.78,2.64105085771945,54.7556817411869,15.2340499200854,66.4175138589942
980,7900.84,2.64771553717204,54.7556817411869,15.2340499200854,66.4175138589942
981,7900.86,2.64410874853783,54.7556817411869,15.2340499200854,66.4175138589942
982,7901.16,2.65136139439304,56.3275102002676,15.4360252415497,66.4764592230186
983,7901.35,2.6547720809042,56.3275102002676,15.4360252415497,66.4764592230186
984,7901.78,2.65571280545727,57.6574867535452,15.7189208979548,66.7768286533505
985,7902.23,2.65147857303951,61.4922337378759,16.2034543037922,66.7768776818451
986,7902.33,2.6544580472026,61.4922337378759,16.2034543037922,66.7768776818451
987,7902.36,2.64857740916179,61.4922337378759,16.2034543037922,66.7769267103397
988,7902.62,2.64791083422092,64.3423617019537,16.768578509968,66.7769389674634
989,7902.81,2.64485283286127,64.3423617019537,17.0107608198787,66.7180916604282
990,7903.12,2.64426464329042,68.4362056626088,17.8179306996665,66.6592198391457
991,7903.62,2.64042243366423,68.4706713138479,19.5130139707378,66.2469332333134
992,7904.14,2.64093187495598,67.1404100666014,21.288800566158,65.6579331066444
993,7904.23,2.6373250550365,67.1404100666014,21.288800566158,65.304506064971
994,7904.49,2.63650166138485,66.8984770383235,22.4994951051197,65.0689084657281
995,7904.65,2.63081699406898,64.4282380748573,23.4277280088603,64.7743900167081
996,7904.7,2.62591645367795,64.4282380748573,23.4277280088603,64.7743900167081
997,7904.75,2.63301238719229,64.4282380748573,23.4277280088603,64.7743900167081
998,7905.06,2.625955513922,60.1268639820412,25.0419873941426,62.8893885945393
999,7905.24,2.62254467515588,60.1268639820412,25.0419873941426,62.2414308467222
1000,7905.47,2.62250537714381,59.0557838948196,26.0106442969216,61.1222043576774
1001,7905.58,2.61995706318666,56.4300882761714,26.4949606921671,60.8865822441872
1002,7905.64,2.61552696849955,53.8216560953976,26.4949606921671,60.5331429453901
1003,7905.95,2.61450753738106,52.3532842839312,28.1898992895104,57.5877623412117
1004,7906.01,2.61819270095687,52.3532842839312,28.9162935080853,56.4096027452661
1005,7906.44,2.61885899850171,46.5490558916696,41.0931735366843,55.6438523263894
1006,7906.57,2.62223049962775,43.0423632065581,45.4915850879938,54.9958823214487
1007,7906.69,2.62564121533849,39.0001962941834,47.791678056514,53.2609491717711
1008,7907.09,2.63352108598039,33.9906003300188,64.0536309982721,52.6130036810777
1010,7907.12,2.64191076290881,33.9906003300188,69.8642944636824,52.6130036810777
1011,7907.13,2.63042394303499,33.9906003300188,67.8870710545632,52.3773938247111
1012,7907.15,2.62693476478392,33.9906003300188,67.8870710545632,52.3773938247111
1013,7907.42,2.6419498440097,33.3168425792966,77.2568303691478,52.2596134107752
1014,7907.54,2.64508612854084,31.122957907578,78.6288351076554,52.2596379250225
1015,7907.56,2.64912414829427,31.122957907578,80.5657550791762,52.2596379250225
1016,7907.59,2.66731486429105,31.122957907578,81.6552660327453,52.2596379250225
1021,7907.65,2.66394328390901,31.122957907578,81.6552660327453,52.2596379250225
1022,7907.95,2.67452828096178,29.7236689292509,94.5679908268765,52.2596746963935
1023,7907.99,2.67770380093446,29.7236689292509,93.680270333897,52.2597114677644
1024,7908.0,2.68005604822518,29.7236689292509,93.680270333897,52.2597114677644
1025,7908.04,2.68625028614523,29.7236689292509,97.9172270119327,52.2597114677644
1026,7908.07,2.69260134694743,28.0480317816269,99.8944745333399,52.2597114677644
1027,7908.08,2.70001093039743,28.0480317816269,99.8944745333399,52.2597114677644
1029,7908.46,2.70048122593207,28.0134084772759,108.045727303173,52.4364985313431
1030,7908.49,2.70785159271169,28.0134084772759,108.045727303173,52.4364985313431
1031,7908.56,2.71114471263908,28.0134084772759,109.014207382507,52.4954316382439
1032,7908.92,2.71486896148715,28.306938961972,116.035557349449,52.6722064446989
1033,7909.01,2.71784843982162,28.306938961972,118.022577620333,52.7900481442531
1034,7909.41,2.7186323602637,28.255027729943,120.322775075434,53.2613904282227
1035,7909.46,2.72169026359619,28.255027729943,120.322775075434,53.2613904282227
1036,7909.71,2.7220430008898,28.255027729943,124.519581027029,53.4104971190903
1037,7909.88,2.72545369157232,27.7712045305438,125.730146967121,53.5646060757683
1038,7910.38,2.72525746847957,27.8920133915709,135.616657846754,53.8167846334482
1039,7911.03,2.72561004100411,26.5963111629405,143.774477996526,54.5108903650951
1040,7911.62,2.72498253465003,27.6671968623447,149.383624273944,54.8751388913109
1041,7912.19,2.72490389274083,29.2044540579073,157.131513133189,54.945263128417
1042,7912.75,2.7243548072134,32.1063233560004,159.27045665075,54.9173294216104
1043,7913.21,2.72200236803971,32.1753036380863,145.720701539838,54.6933118839733
1044,7913.25,2.71878761053981,32.1753036380863,145.720701539838,54.6933118839733
1045,7913.69,2.71035853965784,31.0178864635276,131.436478365247,54.2171857311905
1047,7913.71,2.71753288982746,31.0178864635276,131.436478365247,54.175175885771
1048,7914.17,2.70922142098589,29.6703877988233,115.296062655772,53.7130355291612
1049,7914.2,2.70541860739894,29.3593704067935,115.296062655772,53.7130355291612
1050,7914.25,2.70294872469687,29.3593704067935,113.278527771625,53.5309782943153
1051,7914.66,2.70279174121702,26.9236491353994,108.678671369187,52.9707916508818
1052,7914.72,2.6996945878432,26.9236491353994,108.678671369187,52.9708062222431
1053,7914.99,2.7000081126378,27.0099479574181,112.149058989919,52.7327446029879
1054,7915.63,2.70196805765524,26.9234639312584,115.458256972545,52.6908280142806
1056,7915.7,2.7069077542318,27.0788103823233,115.458256972545,52.6908280142806
1057,7916.11,2.70976948869933,27.8734045451019,113.118085614447,52.6628739075682
1058,7916.17,2.71459157697844,27.8734045451019,111.504115576621,52.6769063320973
1059,7916.57,2.71459141429505,28.9269870107007,108.47793381184,52.7049740954277
1060,7916.68,2.71764929259933,28.9269870107007,108.47793381184,52.7330098017633
1061,7917.17,2.7144343515592,29.4622898093374,100.730752246376,52.4982248834578
1062,7917.57,2.71149387715531,29.4622898093374,97.6238993069634,52.3268447890172
1063,7917.88,2.71063126057622,29.8076473423621,94.436286781197,52.2345731203811
1064,7918.02,2.70769089045655,29.8076473423621,93.2258092528272,52.2082246825791
1065,7918.44,2.70573051161676,30.9475867932635,89.5321022723679,52.0764166371534
1066,7918.61,2.70071231078617,30.9475867932635,89.1286660249166,52.0764358452747
1067,7918.87,2.69992812129079,30.9647660474373,88.7252860394706,52.0632918105643
1068,7918.99,2.6970661678264,30.9647660474373,88.7252860394706,52.0764989576732
1069,7919.24,2.6955371035332,30.9646497208694,88.5237688514782,52.0897143368341
1070,7919.46,2.69298874369099,30.9646497208694,88.7256477237905,52.0897692171807
1071,7919.83,2.69204769377115,31.068190552184,92.276738668871,52.1425566453564
1072,7920.36,2.69290996829799,31.068086470518,102.163233473646,52.3009161858663
1073,7920.7,2.69290983272851,30.9125012438663,105.189768885317,52.4064690900791
1074,7921.27,2.6922431284752,31.0678385112548,114.834129604757,52.67033214249
1075,7921.39,2.6943993090995,31.0678385112548,118.796281987324,52.7231003625444
1076,7921.83,2.69541843570807,30.9468031195427,128.682680342947,52.9605546087721
1077,7921.91,2.69984847408171,30.9468031195427,130.781015000595,52.9869387187993
1078,7922.35,2.69953466146266,30.9121354274224,143.734123606618,53.0265629041434
1079,7922.66,2.70027941111942,29.5473304676873,148.697554877522,53.0661569052968
1080,7922.75,2.70325889153957,29.5473304676873,153.504382067113,53.0266315045765
1081,7923.26,2.70584615937087,29.7026784493649,157.741523606024,53.0662913621459
1082,7923.6,2.70643408197411,29.5989126179781,158.14525723836,53.0927221204676
1083,7924.18,2.70690429408137,27.0076535689271,152.375266932298,53.0928044409874
1084,7924.53,2.70568882549604,25.5910751323092,149.107023419046,53.1324313703488
1085,7924.68,2.70357173640106,25.5910751323092,147.210567633711,53.1324450904355
1086,7924.74,2.70051379135488,25.5910751323092,146.484277901717,53.145657725579
1087,7925.11,2.6995335331074,22.7407114538701,143.579143086031,53.1984671058934
1088,7925.15,2.69678922965415,22.7407114538701,143.054619702339,53.211663276933
1089,7925.42,2.69686752742542,22.7407114538701,141.481033476404,53.2380720831161
1090,7925.67,2.6996509203223,22.6369548061597,138.575834361283,53.73330354052
1091,7926.05,2.70376720030469,23.932402953076,134.177663932853,54.4455181022674
1092,7926.15,2.70964778411771,23.932402953076,129.526536705519,54.5114687732748
1093,7926.58,2.71047089411628,26.4542929444062,122.236715329709,55.0067304148693
1094,7926.64,2.71341118080857,26.4542929444062,120.945494289844,55.0067304148693
1095,7926.78,2.71811562324791,26.4542929444062,119.412203464078,55.2250014334465
1096,7927.01,2.71807632523584,28.164322273858,111.745540362088,55.3173417025158
1097,7927.41,2.71760571267717,30.7899061577765,104.643832680258,55.4624748877955
1098,7927.63,2.71490053412419,33.2600639987678,99.6445853041509,55.4097670361222
1099,7928.02,2.71337141351751,35.989280550765,87.7007103111026,55.2647655636742
1100,7928.08,2.70988222066664,35.989280550765,86.5708798450764,55.2647655636742
1101,7928.5,2.71027408911757,33.6571353147785,76.5639087486902,55.0802002742634
1102,7928.6,2.7070985149171,33.6571353147785,75.2323360466503,54.9615252874788
1103,7928.9,2.70556942976706,32.1023682526912,73.1341541001597,54.4605094526298
1104,7928.95,2.70380522187791,32.1023682526912,73.1341541001597,54.4605094526298
1105,7929.28,2.70223692005748,30.9276294769742,73.5783117315347,54.5909142961195
1106,7929.46,2.69972778314271,29.545669752869,75.5556396272352,54.6656317590016
1107,7929.94,2.69913952265859,27.6799296865211,98.9195333362743,54.800150543748
1108,7930.08,2.70192296144053,26.9544076425925,102.510903606665,54.81920393701
1109,7930.4,2.70294213810552,27.0406804441947,106.82868417049,54.9686342005767
1110,7930.49,2.7054511665647,28.0943838281996,106.82868417049,55.0059913779519
1111,7930.79,2.707215234713,27.8870144103759,109.33068816104,55.0956653875634
1112,7931.0,2.7141150765327,29.2343661362575,109.693901345186,55.1479728954047
1113,7931.04,2.71654572170755,29.2343661362575,109.693901345186,55.2077509062815
1114,7931.07,2.71062587951046,29.2343661362575,109.693901345186,55.2077509062815
1115,7931.4,2.71795692116412,30.6852770608067,108.60471188879,55.2974311321564
1116,7931.5,2.72081878494408,30.6852770608067,107.515265234655,55.2675646606725
1117,7931.95,2.72211234064656,31.9807144934338,100.297102074264,54.8941995776762
1118,7932.01,2.7264639769647,31.9807144934338,98.7234435114652,54.8568626031568
1119,7932.46,2.72211212999243,33.2070874602746,89.4428264465073,54.5955208762453
1120,7932.55,2.72611091847569,33.2070874602746,88.2726845054532,54.5656621750906
1121,7932.7,2.72089670312079,33.2070874602746,87.2236055883519,54.5358127983309
1122,7932.83,2.71772111640621,33.276041721944,87.2236055883519,54.5059572053079
1123,7933.3,2.71846580349244,30.9439270982122,86.1343518325214,54.5060302464021
1125,7933.35,2.71097778878736,30.9439270982122,86.1343518325214,54.5283939907415
1126,7933.75,2.71031115544733,29.7691684245297,93.6401146438616,54.6035487848571
1127,7933.79,2.70705719379116,29.7691684245297,94.3664606378606,54.6035487848571
1129,7934.14,2.70164687839888,28.0071100058682,99.4508424087065,54.7162640477614
1130,7934.21,2.69937300813544,26.9706440393211,100.056245940193,54.7538323295973
1131,7934.36,2.69635422761753,26.9706440393211,105.382777871232,54.7288224011446
1132,7934.7,2.69655010657236,26.9706440393211,118.9814728849,54.8790772980445
1133,7934.78,2.69835346647567,26.9186777052336,118.9814728849,54.9541930269235
1134,7935.1,2.70019593042241,25.8131243137091,120.67645166939,54.8916512775224
1135,7935.16,2.70243054438747,25.8131243137091,120.67645166939,54.8916512775224
1136,7935.55,2.70344969185288,26.6421672909868,117.52928725495,55.2422017630207
1137,7935.79,2.7072916032262,28.0067350057479,111.83983148722,55.2490986308172
1138,7936.16,2.70733065512751,28.0067350057479,102.680189034492,54.9237299608131
1139,7936.23,2.71034934804667,28.0929664808062,105.666260259978,54.4606256820556
1140,7936.28,2.71344645553543,28.0929664808062,96.7393314451001,54.3354666571292
1141,7936.66,2.71399515938261,30.6839928767214,79.9128651417954,53.9349848625953
1142,7936.77,2.71074116852686,30.6839928767214,77.8549946703326,53.8974504372978
1143,7937.12,2.71011375811426,30.6839928767214,74.0620911370906,53.7222845772115
1144,7937.25,2.70776145451005,29.6301272477665,74.5060960573083,53.6972694400605
1145,7937.55,2.70721247743821,29.6301272477665,80.6800611185873,53.6222084025129
1146,7937.63,2.7040761094797,29.6301272477665,82.6169891275374,53.6097099491594
1147,7937.93,2.70289986590749,28.3862643123665,85.4820937782227,53.5972297262496
1148,7938.03,2.70007712285642,28.3862643123665,86.5312852193347,53.6097724535381
1149,7938.69,2.69980242679491,27.038679933349,102.753007060358,53.7976216757651
1150,7939.07,2.7022721322138,27.0040045881651,106.064870289585,54.0104782220958
1151,7939.16,2.7000374577639,27.0040045881651,106.79126450816,54.0605553746817
1152,7939.43,2.70642762678089,27.0040045881651,107.638778012693,54.2984140364178
1153,7939.62,2.71030875899595,25.6392072814936,108.16347821983,54.4486507028739
1154,7939.64,2.71469961824153,25.6392072814936,108.16347821983,54.4486507028739
1155,7940.01,2.71383697454855,26.2609956369028,108.405700716887,54.7115609626485
1156,7940.06,2.71834543166316,26.2609956369028,108.405700716887,54.7491214314371
1157,7940.14,2.7218737744425,26.2609956369028,108.607651926064,54.786687108924
1158,7940.55,2.72265768862754,26.7445264892695,107.962145892712,54.9619883951642
1159,7940.6,2.72877351823504,26.7445264892695,107.639461194186,54.9619883951642
1160,7940.61,2.72571558778865,26.7445264892695,107.639461194186,54.9619883951642
1161,7940.98,2.73136083612276,27.7118392144915,106.953635648377,55.0246317141808
1162,7940.99,2.72947903453595,27.7118392144915,106.953635648377,55.0496781035211
1163,7941.46,2.73147825462293,28.2471665029321,103.40298676191,54.8940753972823
1164,7941.51,2.72936120724163,28.2471665029321,103.40298676191,54.8565305545883
1165,7941.99,2.72849851974928,29.5425886294319,100.255790197753,54.7063876447003
1166,7942.33,2.72806713846079,29.5425886294319,96.4629831136628,54.6438563126957
1167,7942.44,2.72261771485372,29.1624639144591,94.2840656931059,54.6188646146867
1168,7942.45,2.72567563487168,29.1624639144591,94.2840656931059,54.6188646146867
1169,7942.71,2.7206181923425,29.1624639144591,92.3069869577147,54.6063948091734
1170,7942.86,2.71806986169987,29.1624639144591,91.8228473859144,54.6063948091734
1172,7942.93,2.71167955502771,28.8168415854311,91.1772529408404,54.6064208526645
1173,7943.17,2.71034651568725,28.8168415854311,88.4738282114502,54.5939197949618
1174,7943.38,2.70768054754759,28.8168415854311,87.7475706291739,54.6190130625862
1175,7943.72,2.70701393923577,28.2293780648894,86.4565585624711,54.6816537772536
1176,7944.0,2.70399510657576,27.9183729177615,86.4565585624711,54.6816980511886
